0.000000	0.000000
0.000000	1.000000
0.000000	2.000000
0.000000	3.000000
0.000000	4.000000
0.000000	5.000000
0.000000	6.000000
0.000000	7.000000
0.000000	8.000000
0.000000	9.000000
0.000000	10.000000
0.000000	11.000000
0.000000	12.000000
0.000000	13.000000
0.000000	14.000000
0.000000	15.000000
0.000000	16.000000
0.000000	17.000000
0.000000	18.000000
0.000000	19.000000
0.000000	20.000000
0.000000	21.000000
0.000000	22.000000
0.000000	23.000000
0.000000	24.000000
0.000000	25.000000
0.000000	26.000000
0.000000	27.000000
0.000000	28.000000
0.000000	29.000000
0.000000	30.000000
0.000000	31.000000
0.000000	32.000000
0.000000	33.000000
0.000000	34.000000
0.000000	35.000000
0.000000	36.000000
0.000000	37.000000
0.000000	38.000000
0.000000	39.000000
0.000000	40.000000
0.526316	0.000000
0.529572	1.000000
0.532828	2.000000
0.536085	3.000000
0.539341	4.000000
0.542597	5.000000
0.545853	6.000000
0.549110	7.000000
0.552366	8.000000
0.555622	9.000000
0.558878	10.000000
0.562135	11.000000
0.565391	12.000000
0.568647	13.000000
0.571903	14.000000
0.575159	15.000000
0.578416	16.000000
0.581672	17.000000
0.584928	18.000000
0.588184	19.000000
0.591441	20.000000
0.594697	21.000000
0.597953	22.000000
0.601209	23.000000
0.604466	24.000000
0.607722	25.000000
0.610978	26.000000
0.614234	27.000000
0.617491	28.000000
0.620747	29.000000
0.624003	30.000000
0.627259	31.000000
0.630516	32.000000
0.633772	33.000000
0.637028	34.000000
0.640284	35.000000
0.643541	36.000000
0.646797	37.000000
0.650053	38.000000
0.653309	39.000000
0.656566	40.000000
1.052632	0.000000
1.059144	1.000000
1.065657	2.000000
1.072169	3.000000
1.078682	4.000000
1.085194	5.000000
1.091707	6.000000
1.098219	7.000000
1.104732	8.000000
1.111244	9.000000
1.117757	10.000000
1.124269	11.000000
1.130781	12.000000
1.137294	13.000000
1.143806	14.000000
1.150319	15.000000
1.156831	16.000000
1.163344	17.000000
1.169856	18.000000
1.176369	19.000000
1.182881	20.000000
1.189394	21.000000
1.195906	22.000000
1.202419	23.000000
1.208931	24.000000
1.215444	25.000000
1.221956	26.000000
1.228469	27.000000
1.234981	28.000000
1.241494	29.000000
1.248006	30.000000
1.254519	31.000000
1.261031	32.000000
1.267544	33.000000
1.274056	34.000000
1.280569	35.000000
1.287081	36.000000
1.293594	37.000000
1.300106	38.000000
1.306619	39.000000
1.313131	40.000000
1.578947	0.000000
1.588716	1.000000
1.598485	2.000000
1.608254	3.000000
1.618022	4.000000
1.627791	5.000000
1.637560	6.000000
1.647329	7.000000
1.657097	8.000000
1.666866	9.000000
1.676635	10.000000
1.686404	11.000000
1.696172	12.000000
1.705941	13.000000
1.715710	14.000000
1.725478	15.000000
1.735247	16.000000
1.745016	17.000000
1.754785	18.000000
1.764553	19.000000
1.774322	20.000000
1.784091	21.000000
1.793860	22.000000
1.803628	23.000000
1.813397	24.000000
1.823166	25.000000
1.832935	26.000000
1.842703	27.000000
1.852472	28.000000
1.862241	29.000000
1.872010	30.000000
1.881778	31.000000
1.891547	32.000000
1.901316	33.000000
1.911085	34.000000
1.920853	35.000000
1.930622	36.000000
1.940391	37.000000
1.950159	38.000000
1.959928	39.000000
1.969697	40.000000
2.105263	0.000000
2.118288	1.000000
2.131313	2.000000
2.144338	3.000000
2.157363	4.000000
2.170388	5.000000
2.183413	6.000000
2.196438	7.000000
2.209463	8.000000
2.222488	9.000000
2.235513	10.000000
2.248538	11.000000
2.261563	12.000000
2.274588	13.000000
2.287613	14.000000
2.300638	15.000000
2.313663	16.000000
2.326688	17.000000
2.339713	18.000000
2.352738	19.000000
2.365763	20.000000
2.378788	21.000000
2.391813	22.000000
2.404838	23.000000
2.417863	24.000000
2.430888	25.000000
2.443913	26.000000
2.456938	27.000000
2.469963	28.000000
2.482988	29.000000
2.496013	30.000000
2.509038	31.000000
2.522063	32.000000
2.535088	33.000000
2.548113	34.000000
2.561138	35.000000
2.574163	36.000000
2.587188	37.000000
2.600213	38.000000
2.613238	39.000000
2.626263	40.000000
2.631579	0.000000
2.647860	1.000000
2.664141	2.000000
2.680423	3.000000
2.696704	4.000000
2.712985	5.000000
2.729266	6.000000
2.745548	7.000000
2.761829	8.000000
2.778110	9.000000
2.794391	10.000000
2.810673	11.000000
2.826954	12.000000
2.843235	13.000000
2.859516	14.000000
